Race,Sex,Age,Ethnicity,Class,B2_Race,B2_Ethnicity,B2_Sex,B2_Age,B2_Class,LoanId,B1_Race,B1_Ethnicity,B1_Sex,B1_Age,B1_Class,AIP,Rate_Spread,APR,APOR,Interest_Rate,ApplicationDate,HmdaActionDate,HmdaActionTaken,FundedDate,Region,branchname,LoanOfficer,State,HmdaCreditScore,DebtRatio,LoanAmount,Purpose,Program,ProgramCategory,Channel,Occupancy,FirstLienFlag,BrokeredFlag,ReverseFlag,PricingExceptionFlag,Pricing_Flag,LoanType,PricingExc1Reason,PricingExc1Notes
White,EXCLUDED,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Female,Under 62 Yrs Old,XCOMPARISON,6129694,", , , , White, ",Not Hispanic or Latino,Male,62 Yrs or Over,XCOMPARISON,99.250,0.25099999999999945,6.741,6.49,6.375,2022-12-23 00:00:00.000,2023-02-08 00:00:00.000,Loan Originated,2023-02-08 00:00:00.000,Northern Utah,South Ogden,Sherri May,UT,776,46.722,381600.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,1,1,Conventional,NULL,NULL
White,Female,Under 62 Yrs Old,Not Hispanic or Latino,XCOMPARISON,NULL,NULL,NULL,NULL,NULL,6137691,", , , , White, No Co Applicant",Not Hispanic or Latino,Female,Under 62 Yrs Old,XCOMPARISON,101.000,2.572,7.842,5.27,7.375,2023-01-30 00:00:00.000,2023-03-14 00:00:00.000,Loan Originated,2023-03-14 00:00:00.000,Northern Utah,Hillfield,Brett Mills,UT,NULL,24.348,413100.00,Purchase,MACU Investment 30/15,NULL,Banked - Retail,Investment,1,0,0,1,1,Conventional,NULL,NULL
White,EXCLUDED,Under 62 Yrs Old,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Female,Under 62 Yrs Old,XCOMPARISON,6127897,", , , , White, ",Not Hispanic or Latino,Male,Under 62 Yrs Old,XCOMPARISON,99.650,0.5949999999999998,6.515,5.92,6.125,2022-12-19 00:00:00.000,2023-02-06 00:00:00.000,Loan Originated,2023-02-06 00:00:00.000,Northern Utah,Hillfield,Brett Mills,UT,749,22.37,150000.00,Purchase,CONVENTIONAL FIXED 20-YEAR,NULL,Banked - Retail,Owner,1,0,0,1,1,Conventional,NULL,NULL
White,EXCLUDED,Under 62 Yrs Old,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Female,Under 62 Yrs Old,XCOMPARISON,6042006,", , , , White, ",Not Hispanic or Latino,Male,Under 62 Yrs Old,XCOMPARISON,100.000,0.05600000000000005,6.796,6.74,6.625,2022-02-21 00:00:00.000,2023-03-14 00:00:00.000,Loan Originated,2023-03-14 00:00:00.000,Northern Utah,Hillfield,Brett Mills,UT,8888,49.584,595000.00,Refinance,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,0,0,Conventional,NULL,NULL
White,Female,Under 62 Yrs Old,Not Hispanic or Latino,XCOMPARISON,NULL,NULL,NULL,NULL,NULL,6096509,", , , , White, No Co Applicant",Not Hispanic or Latino,Female,Under 62 Yrs Old,XCOMPARISON,99.825,1.0350000000000001,7.285,6.25,6.625,2022-12-05 00:00:00.000,2023-01-17 00:00:00.000,Loan Originated,2023-01-17 00:00:00.000,Northern Utah,Hillfield,Brett Mills,ID,726,38.565,128250.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,0,0,Conventional,NULL,NULL
White,Male,Under 62 Yrs Old,Not Hispanic or Latino,XCOMPARISON,NULL,NULL,NULL,NULL,NULL,6143299,", , , , White, No Co Applicant",Not Hispanic or Latino,Male,Under 62 Yrs Old,XCOMPARISON,100.000,1.3849999999999998,7.805,6.42,7.625,2023-02-21 00:00:00.000,2023-03-09 00:00:00.000,Loan Originated,2023-03-09 00:00:00.000,Northern Utah,Hillfield,Brett Mills,NV,795,33.325,637500.00,Purchase,AIG Investment Property Conv Fixed 30 YR,NULL,Banked - Retail,Investment,1,0,0,0,0,Conventional,NULL,NULL
Non-White,EXCLUDED,62 Yrs or Over,Unknown,EXCLUDED,", , , , , Not Provided",Information not provided,Male,Under 62 Yrs Old,EXCLUDED,6141085,", Asian, , , , No Co Applicant",Not Hispanic or Latino,Female,62 Yrs or Over,EXCLUDED,100.000,0.569,6.629,6.06,6.5,2023-02-10 00:00:00.000,2023-03-02 00:00:00.000,Loan Originated,2023-03-02 00:00:00.000,Southern Utah,Salt Lake City Center,Kelle Okazaki,UT,8888,47.744,622000.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,0,0,Conventional,NULL,NULL
White,EXCLUDED,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Female,62 Yrs or Over,XCOMPARISON,6125945,", , , , White, No Co Applicant",Not Hispanic or Latino,Male,Under 62 Yrs Old,XCOMPARISON,99.685,0.6720000000000006,7.142,6.47,6.75,2022-12-08 00:00:00.000,2023-01-05 00:00:00.000,Loan Originated,2023-01-05 00:00:00.000,Southern Utah,Salt Lake City Center,Kelle Okazaki,UT,8888,46.383,408000.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,1,1,Conventional,NULL,NULL
White,EXCLUDED,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Female,62 Yrs or Over,XCOMPARISON,6109500,", , , , White, ",Not Hispanic or Latino,Male,Under 62 Yrs Old,XCOMPARISON,99.750,1.4969999999999999,7.297,5.8,6.625,2022-09-07 00:00:00.000,2023-01-24 00:00:00.000,Loan Originated,2023-01-24 00:00:00.000,Northern Utah,Hillfield,Julia Steele,NV,8888,26.172,135300.00,Refinance,Conventional Manufactured 15 Year Fixed,NULL,Banked - Retail,Second Home,1,0,0,0,0,Conventional,NULL,NULL
White,EXCLUDED,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Female,62 Yrs or Over,XCOMPARISON,6138947,", , , , White, ",Not Hispanic or Latino,Male,62 Yrs or Over,XCOMPARISON,98.838,1.346,7.406,6.06,6.25,2023-02-02 00:00:00.000,2023-02-17 00:00:00.000,Loan Originated,2023-02-17 00:00:00.000,Northern Utah,Hillfield,Julia Steele,NV,731,54.342,342678.00,Purchase,FHA 30 YEAR FIXED,NULL,Banked - Retail,Owner,1,0,0,1,1,FHA,NULL,NULL
White,EXCLUDED,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Female,62 Yrs or Over,XCOMPARISON,6116100,", , , , White, ",Not Hispanic or Latino,Male,NULL,XCOMPARISON,100.277,0.28000000000000025,6.750,6.47,6.5,2022-11-01 00:00:00.000,2023-01-11 00:00:00.000,Loan Originated,2023-01-11 00:00:00.000,Northwest,Meridian,Vicki Leavitt,ID,8888,43.422,359000.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,1,1,Conventional,NULL,NULL
White,Male,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Male,62 Yrs or Over,XCOMPARISON,6124515,", , , , White, ",Not Hispanic or Latino,Male,62 Yrs or Over,XCOMPARISON,100.000,0.9470000000000001,7.037,6.09,6.625,2023-01-13 00:00:00.000,2023-02-10 00:00:00.000,Loan Originated,2023-02-10 00:00:00.000,California,Del Mar,Kevin Monahan,CA,8888,47.707,426550.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,0,0,Conventional,NULL,NULL
White,EXCLUDED,62 Yrs or Over,Hispanic or Latino,TARGET,", , , , White, ",Hispanic or Latino,Male,Under 62 Yrs Old,TARGET,6127063,", , , , White, ",Hispanic or Latino,Female,62 Yrs or Over,TARGET,99.720,0.19899999999999984,6.939,6.74,6.125,2023-01-05 00:00:00.000,2023-03-14 00:00:00.000,Loan Originated,2023-03-14 00:00:00.000,California,Del Mar,Kevin Monahan,CA,622,52.838,356125.00,Refinance,FHA <640 30 YEAR FIXED,NULL,Banked - Retail,Owner,1,0,0,1,1,FHA,NULL,NULL
White,Female,62 Yrs or Over,Hispanic or Latino,TARGET,NULL,NULL,NULL,NULL,NULL,6119365,", , , , White, No Co Applicant",Hispanic or Latino,Female,62 Yrs or Over,TARGET,98.900,-0.13500000000000068,6.895,7.03,6.5,2022-10-25 00:00:00.000,2023-01-03 00:00:00.000,Loan Originated,2023-01-03 00:00:00.000,Midsouth,Brownsville,Yvonne Guerra,TX,804,11.844,332000.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,1,1,Conventional,NULL,NULL
White,EXCLUDED,Under 62 Yrs Old,Hispanic or Latino,TARGET,", , , , White, ",Hispanic or Latino,Female,Under 62 Yrs Old,TARGET,5940050,", , , , White, ",Hispanic or Latino,Male,Under 62 Yrs Old,TARGET,100.000,1.6399999999999997,7.880,6.24,7.375,2023-02-16 00:00:00.000,2023-03-17 00:00:00.000,Loan Originated,2023-03-17 00:00:00.000,Midsouth,Brownsville,Yvonne Guerra,TX,777,40.769,100000.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Investment,1,0,0,0,0,Conventional,NULL,NULL
White,Female,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,NULL,NULL,NULL,NULL,NULL,6124072,", , , , White, No Co Applicant",Not Hispanic or Latino,Female,62 Yrs or Over,XCOMPARISON,99.525,2.402,8.772,6.37,7.875,2022-12-01 00:00:00.000,2023-01-10 00:00:00.000,Loan Originated,2023-01-10 00:00:00.000,Midsouth,Brownsville,Yvonne Guerra,TX,761,47.008,323000.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Investment,1,0,0,1,1,Conventional,NULL,NULL
White,Male,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,NULL,NULL,NULL,NULL,NULL,6124208,", , , , White, No Co Applicant",Not Hispanic or Latino,Male,62 Yrs or Over,XCOMPARISON,99.500,-0.0779999999999994,5.722,5.8,5.375,2022-12-15 00:00:00.000,2023-01-24 00:00:00.000,Loan Originated,2023-01-24 00:00:00.000,Midsouth,Brownsville,Yvonne Guerra,TX,733,25.765,352000.00,Purchase,CONVENTIONAL FIXED 15-YEAR,NULL,Banked - Retail,Owner,1,0,0,1,1,Conventional,NULL,NULL
White,EXCLUDED,62 Yrs or Over,Hispanic or Latino,TARGET,", , , , White, ",Hispanic or Latino,Male,62 Yrs or Over,TARGET,6135532,", , , , White, ",Hispanic or Latino,Female,NULL,TARGET,98.500,0.4430000000000005,6.533,6.09,6.125,2023-01-29 00:00:00.000,2023-02-28 00:00:00.000,Loan Originated,2023-02-28 00:00:00.000,Northern Utah,Layton,Zachary Hayes,UT,8888,43.766,475000.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,1,1,Conventional,NULL,NULL
White,EXCLUDED,Under 62 Yrs Old,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Female,Under 62 Yrs Old,XCOMPARISON,6122136,", , , , White, ",Not Hispanic or Latino,Male,Under 62 Yrs Old,XCOMPARISON,99.000,0.7589999999999995,7.499,6.74,7.375,2023-01-06 00:00:00.000,2023-03-17 00:00:00.000,Loan Originated,2023-03-17 00:00:00.000,Northern Utah,Layton,Zachary Hayes,UT,8888,40.446,712500.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Investment,1,0,0,1,1,Conventional,NULL,NULL
White,Male,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,NULL,NULL,NULL,NULL,NULL,6113547,", , , , White, No Co Applicant",Not Hispanic or Latino,Male,62 Yrs or Over,XCOMPARISON,98.650,0.1980000000000004,6.218,6.02,6,2023-01-25 00:00:00.000,2023-02-07 00:00:00.000,Loan Originated,2023-02-07 00:00:00.000,Northern Utah,Layton,Zachary Hayes,UT,797,38.029,387150.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,1,1,Conventional,NULL,NULL
White,Male,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,NULL,NULL,NULL,NULL,NULL,6117034,", , , , White, No Co Applicant",Not Hispanic or Latino,Male,62 Yrs or Over,XCOMPARISON,98.900,0.10599999999999987,6.596,6.49,6.375,2023-01-04 00:00:00.000,2023-02-08 00:00:00.000,Loan Originated,2023-02-08 00:00:00.000,Northern Utah,Layton,Zachary Hayes,UT,811,10.678,200000.00,Purchase,Second Home Conventional Fixed 30-Year,NULL,Banked - Retail,Second Home,1,0,0,1,1,Conventional,NULL,NULL
White,EXCLUDED,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Female,62 Yrs or Over,XCOMPARISON,6133166,", , , , White, ",Not Hispanic or Latino,Male,62 Yrs or Over,XCOMPARISON,98.500,0.3620000000000001,6.382,6.02,6,2023-01-25 00:00:00.000,2023-02-10 00:00:00.000,Loan Originated,2023-02-10 00:00:00.000,Northern Utah,Layton,Zachary Hayes,UT,743,41.077,589000.00,Purchase,2/1 Buydown Conventional 30,NULL,Banked - Retail,Owner,1,0,0,1,1,Conventional,NULL,NULL
White,EXCLUDED,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Female,Under 62 Yrs Old,XCOMPARISON,6126844,", , , , White, ",Not Hispanic or Latino,Male,62 Yrs or Over,XCOMPARISON,98.675,1.1150000000000002,7.585,6.47,7.5,2022-12-08 00:00:00.000,2023-01-03 00:00:00.000,Loan Originated,2023-01-03 00:00:00.000,Northern Utah,Layton,Zachary Hayes,UT,705,44.926,459100.00,Refinance,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,1,1,Conventional,NULL,NULL
White,EXCLUDED,Under 62 Yrs Old,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Female,Under 62 Yrs Old,XCOMPARISON,6124163,", , , , White, ",Not Hispanic or Latino,Male,Under 62 Yrs Old,XCOMPARISON,98.500,0.7469999999999999,7.117,6.37,6.25,2022-12-13 00:00:00.000,2023-01-09 00:00:00.000,Loan Originated,2023-01-09 00:00:00.000,Northern Utah,Layton,Zachary Hayes,UT,628,43.291,533170.00,Refinance,FHA <640 30 YEAR FIXED,NULL,Banked - Retail,Owner,1,0,0,1,1,FHA,NULL,NULL
Non-White,Male,Under 62 Yrs Old,Hispanic or Latino,TARGET,NULL,NULL,NULL,NULL,NULL,6128449,", , Black or African American, , , No Co Applicant",Hispanic or Latino,Male,Under 62 Yrs Old,TARGET,99.693,2.601,9.131,6.53,7.875,2023-01-13 00:00:00.000,2023-02-10 00:00:00.000,Loan Originated,2023-02-10 00:00:00.000,Rocky Plains,Wichita,Leslie Garcia-Crawford,KS,678,38.412,163975.00,Purchase,Smartbuy FHA 30 Yr Fixed First - 5% DPA Amortized,NULL,Banked - Retail,Owner,1,0,0,1,1,FHA,NULL,NULL
White,Male,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,", , , , White, No Co Applicant",Not Hispanic or Latino,Male,Under 62 Yrs Old,XCOMPARISON,6122974,", , , , White, No Co Applicant",Not Hispanic or Latino,Male,62 Yrs or Over,XCOMPARISON,100.000,1.4340000000000002,8.074,6.64,7.125,2022-11-21 00:00:00.000,2023-01-11 00:00:00.000,Loan Originated,2023-01-11 00:00:00.000,Rocky Plains,Wichita,Leslie Garcia-Crawford,KS,590,43.11,161782.00,Purchase,FHA <620 30 YEAR FIXED,NULL,Banked - Retail,Owner,1,0,0,0,0,FHA,NULL,NULL
Non-White,Male,62 Yrs or Over,Not Hispanic or Latino,EXCLUDED,NULL,NULL,NULL,NULL,NULL,6133734,", Asian, , , , No Co Applicant",Not Hispanic or Latino,Male,62 Yrs or Over,EXCLUDED,100.000,0.07399999999999984,6.604,6.53,6.375,2023-01-14 00:00:00.000,2023-02-21 00:00:00.000,Loan Originated,2023-02-21 00:00:00.000,Rocky Plains,Wichita,Leslie Garcia-Crawford,KS,791,44.779,135000.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,0,0,Conventional,NULL,NULL
White,EXCLUDED,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Male,Under 62 Yrs Old,XCOMPARISON,6133661,", , , , White, No Co Applicant",Not Hispanic or Latino,Female,NULL,XCOMPARISON,100.000,1.1820000000000004,7.272,6.09,6.875,2023-01-31 00:00:00.000,2023-02-24 00:00:00.000,Loan Originated,2023-02-24 00:00:00.000,Rocky Plains,Wichita,Leslie Garcia-Crawford,KS,697,42.838,270000.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,0,0,Conventional,NULL,NULL
White,Male,Under 62 Yrs Old,Not Hispanic or Latino,XCOMPARISON,NULL,NULL,NULL,NULL,NULL,6123109,", , , , White, No Co Applicant",Not Hispanic or Latino,Male,Under 62 Yrs Old,XCOMPARISON,100.500,1.6189999999999998,7.869,6.25,6.75,2022-12-19 00:00:00.000,2023-01-20 00:00:00.000,Loan Originated,2023-01-20 00:00:00.000,Rocky Plains,Wichita Satellite,Eric Johnson,KS,612,10.656,175010.00,Purchase,FHA <620 30 YEAR FIXED,NULL,Banked - Retail,Owner,1,0,0,1,1,FHA,NULL,NULL
White,Male,Under 62 Yrs Old,Not Hispanic or Latino,XCOMPARISON,NULL,NULL,NULL,NULL,NULL,6128690,", , , , White, No Co Applicant",Not Hispanic or Latino,Male,Under 62 Yrs Old,XCOMPARISON,99.000,1.9779999999999998,8.228,6.25,6.75,2022-12-19 00:00:00.000,2023-01-18 00:00:00.000,Loan Originated,2023-01-18 00:00:00.000,Rocky Plains,Wichita Satellite,Eric Johnson,KS,680,53.069,176739.00,Purchase,100% CLTV FHA 30 Year Fixed - Amortized,NULL,Banked - Retail,Owner,1,0,0,1,1,FHA,NULL,NULL
White,Male,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Male,Under 62 Yrs Old,XCOMPARISON,6129155,", , , , White, No Co Applicant",Not Hispanic or Latino,Male,62 Yrs or Over,XCOMPARISON,98.650,0.5,7.030,6.53,6.75,2022-12-28 00:00:00.000,2023-01-26 00:00:00.000,Loan Originated,2023-01-26 00:00:00.000,California,Valencia,Carlos Melich,CA,696,47.689,660000.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,1,1,Conventional,NULL,NULL
White,Female,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,NULL,NULL,NULL,NULL,NULL,6140289,", , , , White, No Co Applicant",Not Hispanic or Latino,Female,62 Yrs or Over,XCOMPARISON,100.000,0.18100000000000005,6.421,6.24,6,2023-02-15 00:00:00.000,2023-03-01 00:00:00.000,Loan Originated,2023-03-01 00:00:00.000,Washington,Eastlake,Michael Young,ID,747,45.875,428000.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,0,0,Conventional,NULL,NULL
White,EXCLUDED,Under 62 Yrs Old,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Male,Under 62 Yrs Old,XCOMPARISON,6130140,", , , , White, ",Not Hispanic or Latino,Female,Under 62 Yrs Old,XCOMPARISON,100.000,0.867,7.357,6.49,6.75,2023-02-17 00:00:00.000,2023-03-15 00:00:00.000,Loan Originated,2023-03-15 00:00:00.000,Washington,Eastlake,Michael Young,WA,732,38.238,575955.00,Purchase,MACU FTHB 7/6 SOFR ARM,NULL,Banked - Retail,Owner,1,0,0,0,0,Conventional,NULL,NULL
Non-White,EXCLUDED,62 Yrs or Over,Information not provided,EXCLUDED,NULL,NULL,NULL,NULL,NULL,6130428,", , , , , Not Provided",Information not provided,EXCLUDED,62 Yrs or Over,EXCLUDED,99.669,0.7410000000000005,6.801,6.06,5.75,2023-02-07 00:00:00.000,2023-03-10 00:00:00.000,Loan Originated,2023-03-10 00:00:00.000,Rocky Plains,Wichita Satellite,Nancy Mills,OK,757,48.276,177721.00,Purchase,FHA 30 YEAR FIXED,NULL,Banked - Retail,Owner,1,0,0,1,1,FHA,NULL,NULL
Non-White,EXCLUDED,Under 62 Yrs Old,Unknown,EXCLUDED,", , , , , Not Provided",Information not provided,EXCLUDED,Under 62 Yrs Old,EXCLUDED,6130003,", , , , White, ",Not Hispanic or Latino,Male,Under 62 Yrs Old,XCOMPARISON,100.000,0.13899999999999935,6.879,6.74,6.5,2023-01-25 00:00:00.000,2023-03-16 00:00:00.000,Loan Originated,2023-03-16 00:00:00.000,Rocky Plains,Wichita Satellite,Nancy Mills,KS,NULL,48.917,170000.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,0,0,Conventional,NULL,NULL
Non-White,EXCLUDED,Under 62 Yrs Old,Not Hispanic or Latino,EXCLUDED,", , Black or African American, , , No Co Applicant",Not Hispanic or Latino,Male,Under 62 Yrs Old,EXCLUDED,6127742,", , Black or African American, , , No Co Applicant",Not Hispanic or Latino,Female,Under 62 Yrs Old,EXCLUDED,98.570,0.34699999999999953,6.877,6.53,5.75,2023-01-05 00:00:00.000,2023-01-26 00:00:00.000,Loan Originated,2023-01-26 00:00:00.000,Heartlantic,Talbot,Joel Wax,MD,8888,43.722,446758.00,Purchase,FHA 30 YEAR FIXED,NULL,Banked - Retail,Owner,1,0,0,1,1,FHA,NULL,NULL
Non-White,Female,Under 62 Yrs Old,Information not provided,EXCLUDED,NULL,NULL,NULL,NULL,NULL,6134798,", , , , , Not Provided",Information not provided,Female,Under 62 Yrs Old,EXCLUDED,99.600,-0.04499999999999993,6.785,6.83,6.375,2023-02-13 00:00:00.000,2023-03-17 00:00:00.000,Loan Originated,2023-03-17 00:00:00.000,Heartlantic,Talbot,Joel Wax,MD,787,43.961,266950.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,1,1,Conventional,NULL,NULL
White,EXCLUDED,62 Yrs or Over,Hispanic or Latino,TARGET,", , , , White, No Co Applicant",Hispanic or Latino,Female,62 Yrs or Over,TARGET,6130989,", , , , White, No Co Applicant",Hispanic or Latino,Male,62 Yrs or Over,TARGET,98.945,0.36099999999999977,6.891,6.53,5.75,2023-01-03 00:00:00.000,2023-01-26 00:00:00.000,Loan Originated,2023-01-26 00:00:00.000,Heartlantic,Talbot,Joel Wax,MD,687,54.439,324022.00,Purchase,FHA 30 YEAR FIXED,NULL,Banked - Retail,Owner,1,0,0,1,1,FHA,NULL,NULL
White,Male,Under 62 Yrs Old,Not Hispanic or Latino,XCOMPARISON,NULL,NULL,NULL,NULL,NULL,6130071,", , , , White, No Co Applicant",Not Hispanic or Latino,Male,Under 62 Yrs Old,XCOMPARISON,98.695,0.3769999999999998,6.907,6.53,5.75,2022-12-30 00:00:00.000,2023-01-26 00:00:00.000,Loan Originated,2023-01-26 00:00:00.000,Heartlantic,Talbot,Joel Wax,MD,688,42.416,260200.00,Purchase,FHA 30 YEAR FIXED,NULL,Banked - Retail,Owner,1,0,0,1,1,FHA,NULL,NULL
Non-White,EXCLUDED,Under 62 Yrs Old,Not Hispanic or Latino,EXCLUDED,", , Black or African American, , , ",Not Hispanic or Latino,Female,Under 62 Yrs Old,EXCLUDED,6141420,", , Black or African American, , , ",Not Hispanic or Latino,Male,Under 62 Yrs Old,EXCLUDED,99.070,0.6690000000000005,7.089,6.42,6.25,2023-02-13 00:00:00.000,2023-03-09 00:00:00.000,Loan Originated,2023-03-09 00:00:00.000,Heartlantic,Talbot,Joel Wax,MD,700,32.953,359370.00,Purchase,FHA 30 YEAR FIXED,NULL,Banked - Retail,Owner,1,0,0,1,1,FHA,NULL,NULL
White,Male,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,NULL,NULL,NULL,NULL,NULL,6139694,", , , , White, No Co Applicant",Not Hispanic or Latino,Male,62 Yrs or Over,XCOMPARISON,99.043,0.4400000000000004,6.860,6.42,6.5,2023-02-06 00:00:00.000,2023-03-10 00:00:00.000,Loan Originated,2023-03-10 00:00:00.000,Heartlantic,Talbot,Joel Wax,FL,756,29.227,531850.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,1,1,Conventional,NULL,NULL
White,Male,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,NULL,NULL,NULL,NULL,NULL,6140559,", , , , White, No Co Applicant",Not Hispanic or Latino,Male,62 Yrs or Over,XCOMPARISON,98.850,0.702,7.122,6.42,6.875,2023-02-07 00:00:00.000,2023-03-03 00:00:00.000,Loan Originated,2023-03-03 00:00:00.000,Heartlantic,Talbot,Joel Wax,MD,806,21.191,182750.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,1,1,Conventional,NULL,NULL
White,Female,Under 62 Yrs Old,Hispanic or Latino,TARGET,NULL,NULL,NULL,NULL,NULL,6130915,", , , , White, No Co Applicant",Hispanic or Latino,Female,Under 62 Yrs Old,TARGET,99.778,0.0990000000000002,6.189,6.09,6,2023-01-10 00:00:00.000,2023-02-09 00:00:00.000,Loan Originated,2023-02-09 00:00:00.000,Southern Utah,Las Cruces,Jose Baca,NM,714,48.524,198000.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,0,0,Conventional,NULL,NULL
White,Male,62 Yrs or Over,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Male,Under 62 Yrs Old,XCOMPARISON,6131649,", , , , White, ",Not Hispanic or Latino,Male,62 Yrs or Over,XCOMPARISON,99.635,0.5869999999999997,7.327,6.74,6.25,2023-01-17 00:00:00.000,2023-03-09 00:00:00.000,Loan Originated,2023-03-09 00:00:00.000,Southern Utah,Las Cruces,Jose Baca,NM,718,39.702,120668.00,Purchase,FHA 30 YEAR FIXED,NULL,Banked - Retail,Owner,1,0,0,1,1,FHA,NULL,NULL
White,EXCLUDED,Under 62 Yrs Old,Not Hispanic or Latino,XCOMPARISON,", , , , White, ",Not Hispanic or Latino,Male,Under 62 Yrs Old,XCOMPARISON,6131667,", , , , White, ",Not Hispanic or Latino,Female,Under 62 Yrs Old,XCOMPARISON,99.585,0.577,7.407,6.83,7.25,2023-01-27 00:00:00.000,2023-03-10 00:00:00.000,Loan Originated,2023-03-10 00:00:00.000,Southern Utah,Las Cruces,Jose Baca,NM,NULL,45.004,819150.00,Purchase,VA High Balance 30 YEAR FIXED,NULL,Banked - Retail,Owner,1,0,0,1,1,VA,NULL,NULL
White,EXCLUDED,62 Yrs or Over,Hispanic or Latino,TARGET,", , , , White, ",Hispanic or Latino,Female,62 Yrs or Over,TARGET,6132049,", , , , White, ",Hispanic or Latino,Male,62 Yrs or Over,TARGET,99.767,0.08999999999999986,6.180,6.09,6,2023-01-27 00:00:00.000,2023-02-23 00:00:00.000,Loan Originated,2023-02-23 00:00:00.000,Southern Utah,Las Cruces,Jose Baca,NM,8888,46.801,172000.00,Purchase,CONVENTIONAL FIXED 30-YEAR,NULL,Banked - Retail,Owner,1,0,0,0,0,Conventional,NULL,NULL
